at,elapsed_s,pswpin,pswpout,pswpin_d,pswpout_d,pgmajfault_d,pgscan_d,mem_available_kb,swap_free_kb,dirty_kb,cached_kb,psi_mem_some_avg10,psi_mem_full_avg10,target
2026-09-19T19:46:23-04:00,72,958073,1488825,0,0,0,0,10722812,36827792,13072,9634332,0.00,0.00,1
2026-09-19T19:46:23-04:00,72,958073,1488825,0,0,0,0,10687976,36827792,13072,9634332,0.00,0.00,1
2026-09-19T19:46:24-04:00,73,958073,1488825,0,0,0,0,10662776,36827792,13072,9634332,0.00,0.00,1
2026-09-19T19:46:24-04:00,73,958073,1488825,0,0,0,0,10623836,36827792,13492,9634332,0.00,0.00,1
2026-09-19T19:46:25-04:00,74,958073,1488825,0,0,0,0,10399528,36827792,9028,9634340,0.00,0.00,1
2026-09-19T19:46:25-04:00,74,958073,1488825,0,0,153,0,10214304,36827792,9032,9643936,0.00,0.00,1
2026-09-19T19:46:26-04:00,75,958074,1488825,1,0,96,0,10222972,36827792,9032,9650384,0.00,0.00,1
2026-09-19T19:46:26-04:00,75,958074,1488825,0,0,290,278522,9295568,36827792,9040,9124100,0.00,0.00,1
2026-09-19T19:46:27-04:00,76,958074,1488825,0,0,464,58958,9304628,36827792,9060,9015160,0.00,0.00,1
2026-09-19T19:46:27-04:00,76,958074,1488825,0,0,80,113660,9038924,36827792,9120,8794464,0.00,0.00,1
2026-09-19T19:46:28-04:00,77,958511,1488825,437,0,401,581326,7907644,36829988,9120,7639140,0.00,0.00,1
2026-09-19T19:46:28-04:00,77,958980,1488913,469,88,1725,650766,7892952,36838276,16,7684280,0.00,0.00,1
2026-09-19T19:46:29-04:00,78,958986,1489033,6,120,2063,1281176,7912380,36838184,20,7060684,0.00,0.00,1
2026-09-19T19:46:30-04:00,79,958988,1490526,2,1493,2050,934698,7931492,36832716,544,7127828,0.36,0.36,1
2026-09-19T19:46:30-04:00,79,958996,1492427,8,1901,1877,880058,7879252,36826772,544,7319688,0.36,0.36,1
2026-09-19T19:46:31-04:00,80,959023,1498880,27,6453,2560,953944,7970692,36806788,544,7495968,0.36,0.36,1
2026-09-19T19:46:31-04:00,80,959642,1504545,619,5665,2491,802632,7980684,36792088,548,7841780,0.36,0.36,1
